"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"litmus",114869109,,"noun.substance",27,"n","litmus test#1(litmus_test%1:27:00::),litmus#1(litmus%1:27:00::)","a coloring material (obtained from lichens) that turns red in acid solutions and blue in alkaline solutions; used as a very rough acid-base indicator","","litmus test,litmus",1,15,"substance holonym",114869344,"noun.substance",27,"n","litmus paper#1(litmus_paper%1:27:00::)","unsized paper treated with litmus for use as an acid-base indicator","","litmus paper"
"medoc",107824928,,"noun.food",13,"n","Medoc#1(medoc%1:13:00::)","red Bordeaux wine from the Medoc district of southwestern France","","Medoc",1,15,"substance holonym",113082080,"noun.plant",20,"n","Sauvignon grape#1(sauvignon_grape%1:20:00::)","small blue-black grape of Medoc region of France highly prized in winemaking","","Sauvignon grape"
"walnut",112253838,,"noun.plant",20,"n","walnut#2(walnut%1:20:02::)","hard dark-brown wood of any of various walnut trees; used especially for furniture and paneling","","walnut",2,15,"substance holonym",112253601,"noun.plant",20,"n","walnut tree#1(walnut_tree%1:20:00::),walnut#3(walnut%1:20:00::)","any of various trees of the genus Juglans","","walnut tree,walnut"
"argon",114565581,7,"noun.substance",27,"n","argon#1(argon%1:27:00::),atomic number 18#1(atomic_number_18%1:27:00::),Ar#1(ar%1:27:00::)","a colorless and odorless inert gas; one of the six inert gases; comprises approximately 1% of the earth's atmosphere","","argon,atomic number 18,Ar",1,15,"substance holonym",114771042,"noun.substance",27,"n","air#1(air%1:27:00::)","a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of","air pollution|a smell of chemicals in the air|open a window and let in some air|I need some fresh air","air"
"pepsin",114905604,,"noun.substance",27,"n","pepsin#1(pepsin%1:27:00::)","an enzyme produced in the stomach that splits proteins into peptones","","pepsin",1,15,"substance holonym",105337601,"noun.body",8,"n","gastric juice#1(gastric_juice%1:08:00::),gastric acid#1(gastric_acid%1:08:00::)","digestive secretions of the stomach glands consisting chiefly of hydrochloric acid and mucin and the enzymes pepsin and rennin and lipase","","gastric juice,gastric acid"
"atomic number 67",114576883,,"noun.substance",27,"n","atomic number 67#1(atomic_number_67%1:27:00::),holmium#1(holmium%1:27:00::),Ho#1(ho%1:27:00::)","a trivalent metallic element of the rare earth group; occurs together with yttrium; forms highly magnetic compounds","","atomic number 67,holmium,Ho",1,15,"substance holonym",114612194,"noun.substance",27,"n","ytterbite#1(ytterbite%1:27:00::),gadolinite#1(gadolinite%1:27:00::)","a mineral that is a source of rare earths; consists of silicates of iron and beryllium and cerium and yttrium and erbium","","ytterbite,gadolinite"
"atomic number 25",114581315,,"noun.substance",27,"n","atomic number 25#1(atomic_number_25%1:27:00::),manganese#1(manganese%1:27:00::),Mn#1(mn%1:27:00::)","a hard brittle grey polyvalent metallic element that resembles iron but is not magnetic; used in making steel; occurs in many minerals","","atomic number 25,manganese,Mn",1,15,"substance holonym",114629598,"noun.substance",27,"n","pyrolusite#1(pyrolusite%1:27:00::)","a mineral consisting of manganese dioxide; an important source of manganese","","pyrolusite"
"retinene",114932009,,"noun.substance",27,"n","retinene#1(retinene%1:27:00::),retinal#1(retinal%1:27:00::)","either of two yellow to red retinal pigments formed from rhodopsin by the action of light","","retinene,retinal",1,15,"substance holonym",115013983,"noun.substance",27,"n","rhodopsin#1(rhodopsin%1:27:00::),visual purple#1(visual_purple%1:27:00::),retinal purple#1(retinal_purple%1:27:00::)","a red photopigment in the retinal rods of vertebrates; dissociates into retinene by light","","rhodopsin,visual purple,retinal purple"
"gamma iron",114658042,,"noun.substance",27,"n","gamma iron#1(gamma_iron%1:27:00::)","a nonmagnetic allotrope of iron that is the basis of austenite; stable between 906 and 1403 degrees centigrade","","gamma iron",1,15,"substance holonym",114702177,"noun.substance",27,"n","austenite#1(austenite%1:27:00::)","a solid solution of ferric carbide or carbon in iron; cools to form pearlite or martensite","","austenite"
"fireclay",114744325,,"noun.substance",27,"n","fireclay#1(fireclay%1:27:00::)","a heat-resistant clay","","fireclay",1,15,"substance holonym",103324353,"noun.artifact",6,"n","firebrick#1(firebrick%1:06:00::)","brick made of fire clay; used for lining e.g. furnaces and chimneys","","firebrick"
"sunflower-seed oil",107605803,,"noun.food",13,"n","sunflower-seed oil#1(sunflower-seed_oil%1:13:00::),sunflower oil#1(sunflower_oil%1:13:00::)","oil from sunflower seeds","","sunflower-seed oil,sunflower oil",1,15,"substance holonym",107705820,"noun.food",13,"n","sunflower seed#1(sunflower_seed%1:13:00::)","edible seed of sunflowers; used as food and poultry feed and as a source of oil","","sunflower seed"
"chile",107651848,,"noun.food",13,"n","chilli#1(chilli%1:13:00::),chilly#1(chilly%1:13:00::),chili#2(chili%1:13:00::),chile#2(chile%1:13:00::),chili pepper#2(chili_pepper%1:13:00::)","very hot and finely tapering pepper of special pungency","","chilli,chilly,chili,chile,chili pepper",2,15,"substance holonym",107753310,"noun.food",13,"n","chili powder#1(chili_powder%1:13:00::)","powder made of ground chili peppers mixed with e.g. cumin and garlic and oregano","","chili powder"
"clay",114743682,11,"noun.substance",27,"n","clay#1(clay%1:27:00::)","a very fine-grained soil that is plastic when moist but hard when fired","","clay",1,15,"substance holonym",103940302,"noun.artifact",6,"n","pottery#1(pottery%1:06:00::),clayware#1(clayware%1:06:00::)","ceramic ware made from clay and baked in a kiln","","pottery,clayware"
"sweet vermouth",107829922,,"noun.food",13,"n","sweet vermouth#1(sweet_vermouth%1:13:00::),Italian vermouth#1(italian_vermouth%1:13:00::)","sweet dark amber variety","","sweet vermouth,Italian vermouth",1,15,"substance holonym",107847078,"noun.food",13,"n","gin and it#1(gin_and_it%1:13:00::)","a cocktail made of gin and sweet vermouth","","gin and it"
"chloroprene",114840848,,"noun.substance",27,"n","chloroprene#1(chloroprene%1:27:00::)","derivative of butadiene used in making neoprene by polymerization","","chloroprene",1,15,"substance holonym",114934000,"noun.substance",27,"n","neoprene#1(neoprene%1:27:00::)","a synthetic rubber that is resistant to oils and aging; used in waterproof products","","neoprene"
"cacao bean",107685517,,"noun.food",13,"n","cocoa bean#1(cocoa_bean%1:13:00::),cacao bean#1(cacao_bean%1:13:00::)","seed of the cacao tree; ground roasted beans are source of chocolate","","cocoa bean,cacao bean",1,15,"substance holonym",107840126,"noun.food",13,"n","creme de cacao#1(creme_de_cacao%1:13:00::)","sweet liqueur flavored with vanilla and cacao beans","","creme de cacao"
"cocoswood",111684448,,"noun.plant",20,"n","cocoswood#1(cocoswood%1:20:00::),cocuswood#1(cocuswood%1:20:00::),granadilla wood#2(granadilla_wood%1:20:01::)","wood of the granadilla tree used for making musical instruments especially clarinets","","cocoswood,cocuswood,granadilla wood",1,15,"substance holonym",111684287,"noun.plant",20,"n","Brya ebenus#1(brya_ebenus%1:20:00::),granadillo#1(granadillo%1:20:01::),granadilla tree#1(granadilla_tree%1:20:00::)","West Indian tree yielding a fine grade of green ebony","","Brya ebenus,granadillo,granadilla tree"
"atomic number 53",114578058,,"noun.substance",27,"n","atomic number 53#1(atomic_number_53%1:27:00::),I#1(i%1:27:00::),iodine#1(iodine%1:27:00::),iodin#1(iodin%1:27:00::)","a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)","","atomic number 53,I,iodine,iodin",1,15,"substance holonym",114935470,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater"
"jagghery",114988625,,"noun.substance",27,"n","jaggary#1(jaggary%1:27:00::),jagghery#1(jagghery%1:27:00::),jaggery#1(jaggery%1:27:00::)","unrefined brown sugar made from palm sap","","jaggary,jagghery,jaggery",1,15,"substance holonym",111536334,"noun.plant",20,"n","Cycas revoluta#1(cycas_revoluta%1:20:00::),sago palm#2(sago_palm%1:20:02::)","dwarf palmlike cycad of Japan that yields sago","","Cycas revoluta,sago palm"
"basswood",112138554,,"noun.plant",20,"n","linden#1(linden%1:20:02::),basswood#1(basswood%1:20:02::)","soft light-colored wood of any of various linden trees; used in making crates and boxes and in carving and millwork","","linden,basswood",1,15,"substance holonym",112138159,"noun.plant",20,"n","linden tree#1(linden_tree%1:20:00::),basswood#2(basswood%1:20:00::),lime tree#2(lime_tree%1:20:02::),linden#2(linden%1:20:00::),lime#5(lime%1:20:02::)","any of various deciduous trees of the genus Tilia with heart-shaped leaves and drooping cymose clusters of yellowish often fragrant flowers; several yield valuable timber","","linden tree,basswood,lime tree,linden,lime"
"stick lac",114638574,,"noun.substance",27,"n","stick lac#1(stick_lac%1:27:00::)","lac in its natural state as scraped off twigs and dried","","stick lac",1,15,"substance holonym",114915971,"noun.substance",27,"n","lac dye#1(lac_dye%1:27:00::)","scarlet dye like cochineal; extracted with alkali from stick lac","","lac dye"
"balsam of tolu",112486880,,"noun.plant",20,"n","balsam of tolu#1(balsam_of_tolu%1:20:00::),tolu balsam#1(tolu_balsam%1:20:00::),tolu#1(tolu%1:20:00::)","aromatic yellowish brown balsam from the tolu balsam tree used especially in cough syrups","","balsam of tolu,tolu balsam,tolu",1,15,"substance holonym",112486384,"noun.plant",20,"n","Myroxylon balsamum#1(myroxylon_balsamum%1:20:00::),tolu tree#1(tolu_tree%1:20:00::),tolu balsam tree#1(tolu_balsam_tree%1:20:00::),Myroxylon toluiferum#1(myroxylon_toluiferum%1:20:00::)","medium-sized tropical American tree yielding tolu balsam and a fragrant hard wood used for high-grade furniture and cabinetwork","","Myroxylon balsamum,tolu tree,tolu balsam tree,Myroxylon toluiferum"
"new zealand cotton",112120749,,"noun.plant",20,"n","New Zealand cotton#1(new_zealand_cotton%1:20:00::)","a fiber from the bast of New Zealand ribbon trees that resembles cotton fiber","","New Zealand cotton",1,15,"substance holonym",112120477,"noun.plant",20,"n","Plagianthus betulinus#1(plagianthus_betulinus%1:20:00::),ribbonwood#1(ribbonwood%1:20:02::),ribbon tree#1(ribbon_tree%1:20:00::),Plagianthus regius#1(plagianthus_regius%1:20:00::)","deciduous New Zealand tree whose inner bark yields a strong fiber that resembles flax and is called New Zealand cotton","","Plagianthus betulinus,ribbonwood,ribbon tree,Plagianthus regius"
"retinal",114932009,,"noun.substance",27,"n","retinene#1(retinene%1:27:00::),retinal#1(retinal%1:27:00::)","either of two yellow to red retinal pigments formed from rhodopsin by the action of light","","retinene,retinal",1,15,"substance holonym",115013983,"noun.substance",27,"n","rhodopsin#1(rhodopsin%1:27:00::),visual purple#1(visual_purple%1:27:00::),retinal purple#1(retinal_purple%1:27:00::)","a red photopigment in the retinal rods of vertebrates; dissociates into retinene by light","","rhodopsin,visual purple,retinal purple"
"sapwood",113033015,,"noun.plant",20,"n","sapwood#1(sapwood%1:20:00::)","newly formed outer wood lying between the cambium and the heartwood of a tree or woody plant; usually light colored; active in water conduction","","sapwood",1,15,"substance holonym",113039538,"noun.plant",20,"n","tree#1(tree%1:20:00::)","a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms","","tree"
"peppermint oil",107743120,,"noun.food",13,"n","peppermint oil#1(peppermint_oil%1:13:00::)","oil from the peppermint plant used as flavoring","","peppermint oil",1,15,"substance holonym",112791571,"noun.plant",20,"n","peppermint#1(peppermint%1:20:00::),Mentha piperita#1(mentha_piperita%1:20:00::)","herb with downy leaves and small purple or white flowers that yields a pungent oil used as a flavoring","","peppermint,Mentha piperita"
"antiparticle",109137428,,"noun.object",17,"n","antiparticle#1(antiparticle%1:17:00::)","a particle that has the same mass as another particle but has opposite values for its other properties; interaction of a particle and its antiparticle results in annihilation and the production of radiant energy","","antiparticle",1,15,"substance holonym",114521625,"noun.substance",27,"n","antimatter#1(antimatter%1:27:00::)","matter consisting of elementary particles that are the antiparticles of those making up normal substances","","antimatter"
"mineral jelly",114907785,,"noun.substance",27,"n","mineral jelly#1(mineral_jelly%1:27:00::),petroleum jelly#1(petroleum_jelly%1:27:00::),petrolatum#1(petrolatum%1:27:00::)","a semisolid mixture of hydrocarbons obtained from petroleum; used in medicinal ointments and for lubrication","","mineral jelly,petroleum jelly,petrolatum",1,15,"substance holonym",103870568,"noun.artifact",6,"n","petrolatum gauze#1(petrolatum_gauze%1:06:00::)","gauze saturated with petrolatum","","petrolatum gauze"
"mineral jelly",114907785,,"noun.substance",27,"n","mineral jelly#1(mineral_jelly%1:27:00::),petroleum jelly#1(petroleum_jelly%1:27:00::),petrolatum#1(petrolatum%1:27:00::)","a semisolid mixture of hydrocarbons obtained from petroleum; used in medicinal ointments and for lubrication","","mineral jelly,petroleum jelly,petrolatum",1,15,"substance holonym",103096383,"noun.artifact",6,"n","cordite#1(cordite%1:06:00::)","explosive powder (nitroglycerin and guncotton and petrolatum) dissolved in acetone and dried and extruded in brown cords","","cordite"
"macintosh",103670295,,"noun.artifact",6,"n","mackintosh#1(mackintosh%1:06:00::),macintosh#1(macintosh%1:06:01::)","a lightweight waterproof (usually rubberized) fabric","","mackintosh,macintosh",1,15,"substance holonym",103669424,"noun.artifact",6,"n","mack#1(mack%1:06:00::),mac#1(mac%1:06:00::),mackintosh#2(mackintosh%1:06:01::),macintosh#2(macintosh%1:06:00::)","a waterproof raincoat made of rubberized fabric","","mack,mac,mackintosh,macintosh"
"chardonnay",107825429,,"noun.food",13,"n","Pinot Chardonnay#1(pinot_chardonnay%1:13:00::),Chardonnay#2(chardonnay%1:13:00::)","dry white table wine resembling Chablis but made from Chardonnay grapes","","Pinot Chardonnay,Chardonnay",2,15,"substance holonym",113081421,"noun.plant",20,"n","chardonnay grape#1(chardonnay_grape%1:20:00::),Chardonnay#1(chardonnay%1:20:00::)","white wine grape","","chardonnay grape,Chardonnay"
"tea leaf",107863736,,"noun.food",13,"n","tea leaf#1(tea_leaf%1:13:00::),tea#5(tea%1:13:02::)","dried leaves of the tea shrub; used to make tea","the store shelves held many different kinds of tea|they threw the tea into Boston harbor","tea leaf,tea",1,15,"substance holonym",107864169,"noun.food",13,"n","tea#1(tea%1:13:00::)","a beverage made by steeping tea leaves in water","iced tea is a cooling drink","tea"
